arrrr

50000 atoms
0 bonds
0 angles

2 atom types
0 bond types
0 angle types

0.000000 125.000000 xlo xhi
0.000000 125.000000 ylo yhi
0.000000 5.000000 zlo zhi

Masses

1 1.000000
2 1.000000

Atoms

1 1 1 48.278674 84.091104 0.000000
2 2 2 47.419708 86.020094 0.000000
3 3 1 46.198004 88.187571 0.000000
4 4 2 46.615739 88.257287 0.000000
5 5 1 46.750699 86.443730 0.000000
6 6 2 47.122085 85.823667 0.000000
7 7 1 46.556277 85.794170 0.000000
8 8 2 46.727379 87.279244 0.000000
9 9 1 47.271717 87.005852 0.000000
10 10 2 46.011392 86.827254 0.000000
11 11 1 44.846132 85.813383 0.000000
12 12 2 44.954766 87.529681 0.000000
13 13 1 46.302130 87.843355 0.000000
14 14 2 46.493450 87.647336 0.000000
15 15 1 46.253442 87.619574 0.000000
16 16 2 45.243409 87.900396 0.000000
17 17 1 44.662041 88.769786 0.000000
18 18 2 46.912188 88.299085 0.000000
19 19 1 46.302620 87.783190 0.000000
20 20 2 47.234707 87.533059 0.000000
21 21 1 12.155584 95.636374 0.000000
22 22 2 10.509544 96.324973 0.000000
23 23 1 10.557528 97.257457 0.000000
24 24 2 12.086495 96.337318 0.000000
25 25 1 12.623198 97.507774 0.000000
26 26 2 11.407195 96.184159 0.000000
27 27 1 12.780250 97.149725 0.000000
28 28 2 12.389816 98.649620 0.000000
29 29 1 13.454646 97.128967 0.000000
30 30 2 12.829723 96.454648 0.000000
31 31 1 15.338851 96.167348 0.000000
32 32 2 14.849964 96.058451 0.000000
33 33 1 13.434307 95.617720 0.000000
34 34 2 14.220685 95.197118 0.000000
35 35 1 13.216211 93.555823 0.000000
36 36 2 13.438480 93.244697 0.000000
37 37 1 12.565878 91.079975 0.000000
38 38 2 12.608148 92.241821 0.000000
39 39 1 13.115851 92.932109 0.000000
40 40 2 12.630337 93.770085 0.000000
41 41 1 33.544545 65.798613 0.000000
42 42 2 33.895320 66.347521 0.000000
43 43 1 35.523632 66.430261 0.000000
44 44 2 36.029793 67.215660 0.000000
45 45 1 36.587038 68.061811 0.000000
46 46 2 36.415247 68.056541 0.000000
47 47 1 37.064766 68.097147 0.000000
48 48 2 35.711213 69.130297 0.000000
49 49 1 37.006970 67.709045 0.000000
50 50 2 37.715863 68.735351 0.000000
51 51 1 38.211206 68.928731 0.000000
52 52 2 37.673947 68.842456 0.000000
53 53 1 37.020246 69.329767 0.000000
54 54 2 37.214475 69.642427 0.000000
55 55 1 37.530419 69.357118 0.000000
56 56 2 38.781170 69.136145 0.000000
57 57 1 38.369576 69.689199 0.000000
58 58 2 38.499316 68.511187 0.000000
59 59 1 39.573694 70.600037 0.000000
60 60 2 39.212470 70.503369 0.000000
61 61 1 121.004096 68.180721 0.000000
62 62 2 123.617675 68.653670 0.000000
63 63 1 1.660645 69.035086 0.000000
64 64 2 2.441104 69.883450 0.000000
65 65 1 2.494728 69.612201 0.000000
66 66 2 3.154888 68.652368 0.000000
67 67 1 2.664397 70.056200 0.000000
68 68 2 2.153252 70.622979 0.000000
69 69 1 2.514068 68.565069 0.000000
70 70 2 2.823474 69.663064 0.000000
71 71 1 2.894212 69.821157 0.000000
72 72 2 3.144057 70.553650 0.000000
73 73 1 3.461440 70.690909 0.000000
74 74 2 3.509050 71.848919 0.000000
75 75 1 4.676651 71.122126 0.000000
76 76 2 4.587548 69.952440 0.000000
77 77 1 6.775464 70.032608 0.000000
78 78 2 7.442300 71.591647 0.000000
79 79 1 7.705842 71.662680 0.000000
80 80 2 6.022553 71.480239 0.000000
81 81 1 100.114777 85.087888 0.000000
82 82 2 100.424606 85.433614 0.000000
83 83 1 99.480548 85.092810 0.000000
84 84 2 99.529332 84.199038 0.000000
85 85 1 98.189344 84.424041 0.000000
86 86 2 97.982194 84.455254 0.000000
87 87 1 99.220750 83.375451 0.000000
88 88 2 100.084662 84.166670 0.000000
89 89 1 101.577457 84.640908 0.000000
90 90 2 102.452029 84.287086 0.000000
91 91 1 105.115074 85.017825 0.000000
92 92 2 104.843951 85.476888 0.000000
93 93 1 105.912245 84.531034 0.000000
94 94 2 107.090959 84.993636 0.000000
95 95 1 106.968799 83.694476 0.000000
96 96 2 107.517155 85.522335 0.000000
97 97 1 107.507204 85.680142 0.000000
98 98 2 108.157708 84.601246 0.000000
99 99 1 108.591089 84.448571 0.000000
100 100 2 109.049553 82.671983 0.000000
101 101 1 54.999148 30.604922 0.000000
102 102 2 54.029798 30.467031 0.000000
103 103 1 53.806005 31.342440 0.000000
104 104 2 54.483861 31.752180 0.000000
105 105 1 55.253401 30.917501 0.000000
106 106 2 56.046651 30.793003 0.000000
107 107 1 54.432593 31.571177 0.000000
108 108 2 55.881973 32.483555 0.000000
109 109 1 55.068169 32.398593 0.000000
110 110 2 56.997672 33.403786 0.000000
111 111 1 56.177331 35.018383 0.000000
112 112 2 54.632041 35.661555 0.000000
113 113 1 53.539308 35.930560 0.000000
114 114 2 52.551772 34.044184 0.000000
115 115 1 53.042086 34.180534 0.000000
116 116 2 51.927878 34.227660 0.000000
117 117 1 52.422515 33.943807 0.000000
118 118 2 50.894215 34.044996 0.000000
119 119 1 50.422031 34.309554 0.000000
120 120 2 51.026472 34.556466 0.000000
121 121 1 116.622337 59.581269 0.000000
122 122 2 115.921494 58.045658 0.000000
123 123 1 116.897652 60.010298 0.000000
124 124 2 117.515555 59.241998 0.000000
125 125 1 118.070204 57.792691 0.000000
126 126 2 119.474387 57.819775 0.000000
127 127 1 121.150062 56.946081 0.000000
128 128 2 120.410040 58.404720 0.000000
129 129 1 122.611876 59.555239 0.000000
130 130 2 122.809515 58.514914 0.000000
131 131 1 122.467777 57.707802 0.000000
132 132 2 123.422845 57.731521 0.000000
133 133 1 121.834562 57.559134 0.000000
134 134 2 121.666461 58.317056 0.000000
135 135 1 121.382883 59.742815 0.000000
136 136 2 120.717842 58.061820 0.000000
137 137 1 119.831835 58.892756 0.000000
138 138 2 120.664978 58.748906 0.000000
139 139 1 119.728292 58.324069 0.000000
140 140 2 116.854757 57.592995 0.000000
141 141 1 71.930545 43.472898 0.000000
142 142 2 73.315525 43.036092 0.000000
143 143 1 71.327319 41.149908 0.000000
144 144 2 71.610487 41.402942 0.000000
145 145 1 71.806086 40.468189 0.000000
146 146 2 71.591733 39.764389 0.000000
147 147 1 71.625285 39.624488 0.000000
148 148 2 69.893494 39.726320 0.000000
149 149 1 71.203352 39.850049 0.000000
150 150 2 71.909485 40.044230 0.000000
151 151 1 71.530698 39.588182 0.000000
152 152 2 70.949657 39.265476 0.000000
153 153 1 70.123815 38.155164 0.000000
154 154 2 69.797860 36.631168 0.000000
155 155 1 71.140634 35.688468 0.000000
156 156 2 71.973014 37.282210 0.000000
157 157 1 73.136839 37.857533 0.000000
158 158 2 72.865136 38.448368 0.000000
159 159 1 71.837208 37.001579 0.000000
160 160 2 71.277044 34.776453 0.000000
161 161 1 49.322153 29.199162 0.000000
162 162 2 49.126242 27.230394 0.000000
163 163 1 50.060569 25.961536 0.000000
164 164 2 50.136840 26.030724 0.000000
165 165 1 49.937638 26.851451 0.000000
166 166 2 50.142189 25.992839 0.000000
167 167 1 50.188720 26.546695 0.000000
168 168 2 47.872486 26.106404 0.000000
169 169 1 47.151630 27.405588 0.000000
170 170 2 47.467507 27.579773 0.000000
171 171 1 48.755684 28.302367 0.000000
172 172 2 48.998980 29.189696 0.000000
173 173 1 47.163279 29.969887 0.000000
174 174 2 48.433735 29.487669 0.000000
175 175 1 48.706183 30.903932 0.000000
176 176 2 46.728244 31.459433 0.000000
177 177 1 47.489797 29.741166 0.000000
178 178 2 47.298913 29.894162 0.000000
179 179 1 46.582982 32.214769 0.000000
180 180 2 47.914198 32.225173 0.000000
181 181 1 20.147963 57.020392 0.000000
182 182 2 18.818630 57.060689 0.000000
183 183 1 17.195308 55.525444 0.000000
